komentar,timestamp,sentiment
#Tolak RUU TNI,2025-03-20 00:04:01+00:00,positif
siapa sih yang mengusulkan Ni RUU TNI?,2025-03-20 00:03:21+00:00,negatif
yg dukung pasti mahasewa pengangguran tingkat atas 😹,2025-03-20 00:00:45+00:00,positif
negara paling bodoh dalam mengatasi masalah,2025-03-20 00:00:27+00:00,positif
😂,2025-03-19 23:58:53+00:00,positif
Dahlah.. pindah negara aja,2025-03-19 23:56:03+00:00,negatif
🥰,2025-03-19 23:55:41+00:00,positif
pindah negara harus mulai dri mna sih?? aku capeeee😫😫😫,2025-03-19 23:54:20+00:00,negatif
"bg coba liat wawancara beberapa masyarakat myanmar, mereka pake dwifungsi juga kok. hasilnya gmana!? mencekam!",2025-03-19 23:52:05+00:00,negatif
yang meromantisasi era orde baru itu dulu keluarganya ber-privilege.,2025-03-19 23:48:00+00:00,positif
DPR = hama😁,2025-03-19 18:33:06+00:00,positif
indobelanda dateng kembali😅😅,2025-03-19 18:32:32+00:00,positif
makaann tuh presiden🤣,2025-03-19 18:27:21+00:00,negatif
"guling kan prabowo br selesai benang kusut br"" ini",2025-03-19 18:25:41+00:00,negatif
tolak,2025-03-19 18:23:38+00:00,netral
🗿,2025-03-19 18:20:06+00:00,positif
mending disahkan saja dari pada baju coklat,2025-03-19 18:17:25+00:00,negatif
😁,2025-03-19 18:05:04+00:00,positif
"wajarlah, presiden nya juga menantunya orang yg beperan di orba, dan dia juga bagian dari dari Orba",2025-03-19 18:03:09+00:00,negatif
jadi ini yang inisiatif buat ngesahin dpr? atau ada yang mengusulkan?,2025-03-19 17:59:20+00:00,negatif
emang setelah orde baru ga ada yg korupsi,2025-03-19 17:57:32+00:00,negatif
RUU TNI jalan terus....,2025-03-19 17:53:51+00:00,positif
makin berjaya pada koruptor,2025-03-19 17:49:37+00:00,positif
klo ruu tni disahkan brrti 11 12 ama polisi.. raja korup,2025-03-19 17:48:07+00:00,negatif
"Saya sudah merasakan hidup susah di zaman orba.
😈😠😬😤",2025-03-19 17:46:38+00:00,positif
Ak Dukung RUU TNI,2025-03-19 17:41:13+00:00,positif
"aku kalo kaya raya, pngn pindah sbnrnya ke luar negri.",2025-03-19 17:41:04+00:00,negatif
dpr ni jan kerja nya gimana,2025-03-19 17:38:48+00:00,positif
orba itu baik2 aja...yg nggk suka adlh pe ka ii,2025-03-19 17:36:46+00:00,netral
berarti ada kemungkinan DPR itu sudah di intimidasi gk sih,2025-03-19 17:36:02+00:00,negatif
gunanya demokrasi???,2025-03-19 17:34:20+00:00,negatif
"tolak UU revisi
jangan lupa sejarah",2025-03-19 17:31:33+00:00,positif
Kenapa aku lahir di indonesia,2025-03-19 17:29:33+00:00,negatif
Negara aneh,2025-03-19 17:27:22+00:00,negatif
Terus rakyat Indonesia maunya apa 😂,2025-03-19 17:25:46+00:00,positif
ngga mukin tni arogan rakyat udah paham,2025-03-19 17:25:26+00:00,negatif
Dpr memang bangs,2025-03-19 17:24:45+00:00,negatif
tolak,2025-03-19 17:19:43+00:00,netral
 [photo],2025-03-19 17:17:20+00:00,positif
dah lah bang cape dah bosen liat negara gitu terus,2025-03-19 17:16:31+00:00,negatif
🤣,2025-03-19 12:21:31+00:00,positif
bang Neneng rosdyana bang,2025-03-19 12:21:09+00:00,netral
🔥,2025-03-19 12:20:49+00:00,positif
tolak😇,2025-03-19 12:20:34+00:00,positif
"itu yg nolak ruu tni, kenapa? takut gabisa berbuat kriminal kah? 😁😈",2025-03-19 12:19:49+00:00,negatif
"ORDE BARU HARUS ,biar tikus2 preman lansung koit",2025-03-19 12:18:07+00:00,positif
🗿,2025-03-19 12:15:07+00:00,positif
jin saja tdk percaya dgn manusia biasa,2025-03-19 12:10:31+00:00,negatif
dpr mah emng maunya itu🤭 dia pengen aman korupsi makanya mau cepet cepet di sah kan idihhhh alah,2025-03-19 12:09:46+00:00,negatif
buzzer 100 M sudah bekerja,2025-03-19 12:01:06+00:00,positif
makan tuh 02,2025-03-19 12:00:43+00:00,netral
#tolakruutni,2025-03-19 12:00:41+00:00,negatif
bang bahas IHSG yang turun 5%,2025-03-19 11:59:08+00:00,negatif
"bang publik figur nya kok cuma 3 orang, katanya banyak? sama media nya cuma tempo dan bijak membaca, padahal kan banyak ?",2025-03-19 11:56:19+00:00,negatif
"serem banget prabowo, daftar kerja di Badan Gizi aja pendidikan militer 2 bulan 😁",2025-03-19 11:55:12+00:00,netral
😁,2025-03-19 11:49:45+00:00,positif
"MAHASEWA mana MAHASEWA, giliran ke gini ko ga ada yg demo? ga ada yg bayar? katanya mewakili rakyat, rakyat yg mana? woyy anjing",2025-03-19 11:47:37+00:00,negatif
MAJU TERUS TNI,2025-03-19 11:46:42+00:00,positif
"ntar jugabklian rasakan akibatnya.
Tolak itu UU",2025-03-19 11:44:21+00:00,negatif
1 kata lawan kalo tidak sesuai dengan dasar negara kita🙏,2025-03-19 11:42:50+00:00,negatif
😁,2025-03-19 11:42:25+00:00,positif
"PASRAHKAN SMA PAK PROBOWO ""
pak prabowo kerja demi rakyat.
pak probowo bekerja untuk rakyat miskin """,2025-03-19 11:42:06+00:00,positif
🙏,2025-03-19 11:41:02+00:00,positif
"kalo mo lihat baik enggaknya, lihatlah gerombolan mana yg menolaknya",2025-03-19 11:39:56+00:00,negatif
kami masyarakat menolak ruu tni,2025-03-19 11:37:05+00:00,negatif
"TNI skrng ngeri, bnyak kasus2 bru anggota tni terbaru di lampung",2025-03-19 11:33:41+00:00,negatif
"BUKAN HEBOH,,,MEREKA TAKUT KARENA BANYAK SALAH",2025-03-19 11:32:43+00:00,negatif
😂,2025-03-19 11:27:06+00:00,positif
ngerii bgtt,2025-03-19 11:26:50+00:00,netral
#TolakRevisiUUTNI,2025-03-19 11:23:22+00:00,negatif
RUU TNI Sama perampasan aset koruptor penting mana? Perampasan aset koruptor kok sepi,2025-03-19 05:51:40+00:00,negatif
"kalo presidennya bersih maka cocok dwifungi masalahnya,bersih kagak? jgn² ud dapat item yg OP nanti sAlahgunakan ya ga?
MNURUT Sy emang cocoknya otoriter sdm dimari bisa diarahkan dari sdm rendah, criminal,jiwa ngemis,malas,jadi orang standar wamil.tapi balik lagi bos komandonya cakap ga? kalo be es mAh ya makin buruk ini di ZIP abis rakyatnya,skrg demokrasi AJ udh diabaikan aspirasi rakyat,malah rakyat didoktrin pembodohan lewat sosmed,media hoak,gaya idup ,agama dll.",2025-03-19 05:49:14+00:00,negatif
🙏🏻🙏🏻🙏🏻,2025-03-19 05:48:08+00:00,positif
Di protes awas hilang,2025-03-19 05:47:13+00:00,negatif
revisi RUU TNI apa supaya tidak sampai disahkan RUU Perampasan Aset,2025-03-19 05:46:13+00:00,negatif
RUU dikebut emang prestasinya apa aja sich ciyus neanyak dmin...🤔,2025-03-19 05:45:36+00:00,negatif
hidup tni okk..DPR sama polisi d bubar kan ok,2025-03-19 05:45:27+00:00,netral
bener bangettttt,2025-03-19 05:45:06+00:00,negatif
#TOLAKRUUTNI,2025-03-19 05:43:37+00:00,negatif
😅😅😅,2025-03-19 05:40:53+00:00,positif
namanya juga manusia pada kepo sok tau,2025-03-19 05:31:05+00:00,negatif
Ruu TNI belum sah aja. arogannya minta ampun. kami rakyat menderit,2025-03-19 05:30:28+00:00,negatif
tolak RUU TNI..,2025-03-19 05:29:45+00:00,positif
Indonesian negara kaya tapi di buat miskin sama penjabat,2025-03-19 05:28:28+00:00,negatif
#kaburajadulu memang udah benar kabur aj. negara ini makin sakit,2025-03-19 05:28:18+00:00,negatif
"klo disahkan, yang patut disalahkan DPR gasih?🗿",2025-03-19 05:28:05+00:00,negatif
lu juga harus bahas ruu polri bang jangan menggiring opini gak jelas..,2025-03-19 05:27:06+00:00,negatif
Betulll..... betulll... betullll bang pinter bgt abng ini sepuluh jempolllll,2025-03-19 05:26:53+00:00,negatif
diliat aja tingkat kepercayaan masyarakat gak usah di debat kalo rakyat lebih bnyak percaya sama TNI ya sudah.,2025-03-19 05:26:34+00:00,negatif
"Hidup di masa Orde Baru (1966–1998) di bawah pemerintahan Presiden Soeharto punya dua sisi — di satu sisi ada stabilitas ekonomi dan pembangunan, tapi di sisi lain juga ada pengekangan kebebasan dan dominasi militer.
Berikut gambaran kehidupan masyarakat saat itu:
---
1. Militer Sangat Dominan (Dwifungsi ABRI)
TNI (dulu ABRI) berperan ganda: sebagai alat pertahanan sekaligus mengisi jabatan-jabatan sipil (gubernur, bupati, anggota DPR, dll).
Kehidupan sipil sangat dipengaruhi militer, termasuk dalam politik, kampus, bahkan media.
2. Kebebasan Berpendapat Terbatas
Kritik terhadap pemerintah dibatasi. Media massa diawasi ketat oleh pemerintah (lewat SIUPP).
Aktivis, jurnalis, mahasiswa atau dosen yang kritis bisa ditangkap, diintimidasi, bahkan hilang.
Demonstrasi dianggap subversif, bisa langsung dibubarkan atau dikriminalisasi.
3. Politik Sangat Terkontrol
Hanya ada tiga partai resmi: Golkar (partai pemerintah), PPP dan PDI.
Pemilu hanya formalitas — Golkar selalu menang besar.
Pemerintah menggunakan aparatur negara (PNS, TNI/Polri, dan birokrasi) untuk mendukung Golkar.
4. KKN Menggurita (Korupsi, Kolusi, Nepotisme)
Kekuasaan terpusat pada keluarga dan kroni Soeharto.
Bisnis besar dimonopoli oleh keluarga Cendana dan pengusaha dekat pemerintah.
5. Pembangunan dan Stabilitas Ekonomi
Pembangunan infrastruktur dan pertumbuhan ekonomi memang meningkat, terutama di era 80-90an.
Ada program transmigrasi, swasembada pangan, dan pelita (pembangunan lima tahun).
Tapi pembangunan sering tidak merata, dan rakyat kecil sering tergusur.
6. Takut dan Diam adalah Budaya
Masyarakat hidup dalam budaya takut, enggan bicara politik di tempat umum.
Banyak yang memilih “diam saja” karena takut dianggap subversif atau anti-pemerintah.",2025-03-19 05:26:27+00:00,positif
halu mulu,2025-03-19 05:26:21+00:00,netral
tolak UU TNI ini,2025-03-19 05:26:05+00:00,positif
gpp bang asal free maksi dan bansos jalan terosss 😂,2025-03-19 05:23:15+00:00,negatif
kalian mau kyak dlu apa.. ngomong dikit hilang😒,2025-03-19 05:21:39+00:00,negatif
"Komen buzzer 100M Update 19-03-2025:
1. Jangan macam2 sama TNI.
2. Tidak ada asap kalo tdk ada api.
3. TNI bersama rakyat.
4. Bravo TNI
5. Dukung RUU TNI
6. Apa Ruginya Sabung ayam bu",2025-03-19 05:15:13+00:00,negatif
Langkah pertama bubarkan DPR,2025-03-19 05:13:48+00:00,negatif
😳,2025-03-19 05:09:50+00:00,positif
"orba mah apa2 murah, lah ini udh di bungkam apa mahal kerjaan buat rakyat ga ada 😥 kalo jadi mah lebih parah dr orba",2025-03-19 05:02:53+00:00,negatif
jadi inget kasus wartawan hilang krna memberitakan korupsi bupati jogja... bupati itu seorang TNI.... wartawanny di bkin seolah di bunuh orang lain yg cemburu istrinya selingkuh sama ini wartawan... pdhal tidak... ada org yg gak bersalah yg di jadikan tersangka pembunuhan... gini lah jadinya klo tentara jadi pemimpin.. seenaknya,2025-03-19 04:53:19+00:00,negatif
"ayo gaes tolak RUU TNI jangan mau di bodohi, jangan mau ada ideologi tanpa kita berfikir dan kritisi",2025-03-19 04:52:46+00:00,negatif
Tolak RUU TNI,2025-03-19 00:19:52+00:00,positif
dwifungsi ABRI part 2,2025-03-19 00:19:52+00:00,netral
pindah negara aja ah 😂,2025-03-19 00:11:54+00:00,negatif
Makin mundur aja negara ini. Herann.,2025-03-19 00:09:37+00:00,negatif
taulah ya kenapa rapat diam²,2025-03-19 00:03:11+00:00,negatif
terima ruu tni,2025-03-19 00:00:41+00:00,positif
RUUTNI buat nutupin kasus Pertamina,2025-03-19 00:00:35+00:00,negatif
takut Indonesia kayak film taxi Drivers,2025-03-19 00:00:33+00:00,negatif
indonesia sibuk bgt yaa😭🙏,2025-03-18 23:57:32+00:00,negatif
"ngerasa ga sih skr jga, sbnernya di pegang sama s coklat ?
apa cuma perasaan aku aja ?
aku sih mnding TNI",2025-03-18 23:57:01+00:00,negatif
"karna yang korup cuma mereka,jadi uu mereka buat harus diam2",2025-03-18 23:56:23+00:00,negatif
makin tidak jelas njir,2025-03-18 23:55:49+00:00,negatif
gulingkan PDI di DPR,2025-03-18 23:55:33+00:00,netral
yang nolak itu pengikut pki🤪,2025-03-18 23:55:30+00:00,positif
"bg bju koko lu bgus,",2025-03-18 23:55:25+00:00,negatif
setidaknya orde baru kalau hidup kamu baik dan.lurus aman2 aja... yg khawatir ya para koruptor dan bensin murah,2025-03-18 23:53:31+00:00,negatif
"kapan si ada hari yg gak hah hah hah
dari awal jabat masyarakat gak dibuat tenang",2025-03-18 23:49:16+00:00,netral
😅,2025-03-18 23:49:01+00:00,positif
enak lah buat korupsi,2025-03-18 23:48:56+00:00,negatif
Buat memilih bapak di periode selanjutnya dengan lancar,2025-03-18 23:48:36+00:00,positif
parahh negara isinya pemerintah dzolim semua,2025-03-18 23:47:48+00:00,negatif
tdk masalah RUU TNI.. selama ini TNI menjadi institusi yg paling di percaya masyarakat dari pada Institusi sebelah yg selalu jelek di mata masyarakat,2025-03-18 23:47:38+00:00,negatif
@Ian's GF🌻 @aries🐏 nah kan gue udah bilang orde baru are back 🤣 alasan gue ga pernah milih prabowo ya itu wkwk,2025-03-18 23:46:20+00:00,negatif
"lu lihat nanti pastii bakal bnyk demo besar2an 98 bakal terulang abis lebaran,,makin kacau si nih negara arah nya",2025-03-18 23:44:59+00:00,negatif
orde paling baru ini mah,2025-03-18 23:42:51+00:00,positif
yang minta ruu tni siapa?,2025-03-18 23:42:05+00:00,negatif
"🇲🇨🇲🇨KAMI MASYARAKAT MENOLAK🇲🇨🇲🇨UU TNI. KAMI MASI TROMA.. PENCULIKAN, INTIMIDASI & PEMBUNGKAMAN AKAN TERULANG LAGI🙏🙏🇲🇨🇲🇨",2025-03-18 23:41:10+00:00,negatif
BG bahas ladang ganjo,2025-03-18 23:39:36+00:00,netral
saatnya gen z menggulingkan pemerintah!,2025-03-18 23:39:22+00:00,negatif
Kerja tni apaan? Ya cuma kurve sampe tua lah makanya pengen jabatan sipil😂,2025-03-18 23:39:03+00:00,netral
"wkwkwk bahas revisi ruu tni gercep,tapi giliran mengesahkan ruu perampasan aset gak mau😂",2025-03-18 21:31:51+00:00,netral
bagian RUU perampasan aset artis gak pda ikut komen..,2025-03-18 21:29:13+00:00,positif
@DPR RI malah iclik di hotel mewah🗿,2025-03-18 21:27:21+00:00,negatif
Dpr lagi dpr lagi,2025-03-18 21:26:55+00:00,netral
😁,2025-03-18 21:26:49+00:00,positif
😂,2025-03-18 21:26:47+00:00,positif
dapt thar amin,2025-03-18 21:25:56+00:00,netral
dulu yg korubsi hanya segelintir orang kalou sekarang dari kelas RT Sampek atas,2025-03-18 21:24:50+00:00,negatif
"bubarin ajeh ga sih dpr , ganti sama yang lebih muda dan fresh",2025-03-18 21:24:07+00:00,positif
gpp lebih menyenangkan begini kok,2025-03-18 21:19:25+00:00,netral
palingan juga Petrus aktif lagi,2025-03-18 21:19:07+00:00,positif
buzzer tni = hama,2025-03-18 21:16:28+00:00,netral
bisa ada Petrus lagi,2025-03-18 21:15:57+00:00,netral
😂😂😂,2025-03-18 21:14:52+00:00,positif
mana kang oke gas,2025-03-18 21:14:16+00:00,netral
apakah karna pengancaman pak Prabowo tentang petinggi migas untuk melangsingkan pak Prabowo jika berani ngusik?,2025-03-18 21:11:40+00:00,netral
gpp. muak negara Konoha ini,2025-03-18 21:08:59+00:00,positif
RUU TNI itu karpet merah menuju era orde baru/otoritarianisme.Mending cegah sejak dini daripada ada korban.,2025-03-18 21:07:57+00:00,positif
kenapa kok ga nge resmi in uu perampasan aset? karena di DPR/di banteng masih ada yang korup cuma belum ketahuan. suatu saat bakalan ketahuan 🥰,2025-03-18 21:06:18+00:00,negatif
Respect Wookkk,2025-03-18 21:05:45+00:00,positif
mending pindah negara,2025-03-18 21:03:20+00:00,negatif
sy udah muakk anjingg dg semua inii mending gua pindah ke monaco bjirr,2025-03-18 21:01:15+00:00,negatif
😏😏😏,2025-03-18 21:00:49+00:00,positif
ini 11 12 kea darurat militer korsel sebelumnya gasih??,2025-03-18 21:00:47+00:00,negatif
petrus👍,2025-03-18 20:58:17+00:00,positif
bang Spil baju kokonha,2025-03-18 20:56:15+00:00,negatif
"klo mencekam knp rata"" org tua jmn itu , klo ditanyain enakn jaman presiden siapa? rata"" bilng era Soeharto dah 🙃",2025-03-18 20:53:53+00:00,negatif
makin kesini makin gajelas aja ini negara🗿,2025-03-18 20:53:34+00:00,negatif
harun masiku,2025-03-18 20:52:05+00:00,netral
negara makin rusak,2025-03-18 20:48:58+00:00,negatif
😁😁😁,2025-03-18 17:08:33+00:00,positif
😂,2025-03-18 17:08:04+00:00,positif
haha dwifungsi abri is back kah😹,2025-03-18 17:06:54+00:00,negatif
"kebanyakan rapat doang anj, pemerintah apa ini coba",2025-03-18 17:06:25+00:00,netral
"bener kata mama gua, klo prabowo jadi presiden pelan pelan bakal ngadain orde baru. pelan pelan mewariskan kelakuan suharto, ternyata ini maksud mama gua.",2025-03-18 17:06:17+00:00,negatif
fedi nuril ktnya mau kluar indo klo prabowo jadi,2025-03-18 17:05:46+00:00,negatif
ndasmu,2025-03-18 17:04:30+00:00,negatif
"Ada yg blg bakal mirip korut, jauh bedalah disini mah sayang pejabat, pemerintahnya sibuk framing, sok”nangkap tikus tapi buat jalan tikus baru oo*",2025-03-18 17:03:41+00:00,negatif
langsung banyak buzzeerrrrrrrr,2025-03-18 17:02:23+00:00,positif
mudah dipahami seharusnya. tapi tidak bagi ternak mulyono 😹,2025-03-18 17:01:42+00:00,netral
😹,2025-03-18 17:00:39+00:00,positif
🐔🐔🐔🐔🐔🐔,2025-03-18 17:00:25+00:00,positif
Pemerintahan Prabowo makin gak genah!!!,2025-03-18 16:58:33+00:00,negatif
dijajah sama bangsa sndiri,2025-03-18 16:57:58+00:00,positif
"kemaren beking ayam, besok beking lebih elegan dikit 😂",2025-03-18 16:56:25+00:00,netral
negara anj,2025-03-18 16:56:24+00:00,positif
capek bgt jd rakyat 😭,2025-03-18 16:55:59+00:00,positif
🔥🔥🔥,2025-03-18 16:52:50+00:00,positif
"betul, TDK ikut poskamling aza, masa orba,,,direndam,,",2025-03-18 16:52:36+00:00,netral
"inget yh orde Baru itu ngga banyak yg korupsi yg korupsi cuman kalangan atasnya, jadi kerugiannya ngga terlalu banyak dan waktu orba jg rupiah menguat dan angka kriminal yg sedikit",2025-03-18 16:52:28+00:00,negatif
lu bayangin punya atasan TNI yang ga paham substansi pekerjaan ? wkwkkw kocakk,2025-03-18 16:52:14+00:00,negatif
waspada di culik sm yg lu coblos kemrn 2024 wkwkwk,2025-03-18 16:51:31+00:00,negatif
laut bercerita 😭,2025-03-18 16:50:46+00:00,negatif
terus rakyat berlindung kepada siapa ?,2025-03-18 16:49:30+00:00,negatif
🤪,2025-03-18 16:47:58+00:00,positif
ingatlah abang2 ini salah satu orang yang pendukung capres ono. Bisa liat kan data yang dia tampilkan itu komentar dari orang yang tidak suka sama pasangan Prabowo Gibran.,2025-03-18 16:47:26+00:00,negatif
berarti masuk TNI bakal dipermudah ya,2025-03-18 16:47:06+00:00,positif
terimakasih info nya pak Vincent 🥰,2025-03-18 16:47:01+00:00,positif
ALHAMDULILLAH RUU TNI DI SAH KAN,2025-03-18 16:43:33+00:00,negatif
Coba dulu aja,2025-03-18 16:42:16+00:00,netral
#DPR=SampahMasyarakat,2025-03-18 14:58:22+00:00,netral
LAWAN🔥,2025-03-18 14:58:18+00:00,positif
contohnya Myanmar,2025-03-18 14:57:59+00:00,netral
oke gass oke gass🤣🤣,2025-03-18 14:57:51+00:00,netral
bang bahas yang lgi panas sekarang bang UUD perampasan motor yang mti pajak 2 tahun,2025-03-18 14:57:49+00:00,negatif
semua gara2 mulyono,2025-03-18 14:57:33+00:00,positif
negara udah mulai hancur.,2025-03-18 14:56:52+00:00,negatif
RUU SATPAM AJA BANG😂,2025-03-18 14:55:55+00:00,positif
orde baru dolar hanya 3rb..laksanakan RUU Tni,2025-03-18 14:55:16+00:00,negatif
myanmar versi negara muslim otw,2025-03-18 14:55:04+00:00,negatif
"bagus,biar rakyat gak banyak protes",2025-03-18 14:54:38+00:00,negatif
tolak revisi uu tni,2025-03-18 14:54:36+00:00,positif
Kalau sempat pemerintahan melenceng AKATSUKI akan kami bentuk🔥,2025-03-18 14:54:31+00:00,negatif
🤣,2025-03-18 14:53:56+00:00,positif
bang bahas tentang yang drone banb,2025-03-18 14:52:41+00:00,negatif
"pengen hidup damai gada korupsi, penjahat langsung ditangkep, rakyat sejahtera aja susah bener🗿",2025-03-18 14:51:38+00:00,negatif
😁😁😁,2025-03-18 14:51:23+00:00,positif
bagus itu...👍,2025-03-18 14:49:30+00:00,negatif
@tresno_alam gmn ni pak bos,2025-03-18 14:49:26+00:00,negatif
bang spil bju koko nya,2025-03-18 14:48:55+00:00,positif
Menarik,2025-03-18 14:48:46+00:00,positif
😂,2025-03-18 14:47:55+00:00,positif
yang harus diganti bukan presidennya. tapu ketua DPR nya.,2025-03-18 14:46:59+00:00,negatif
udah kubilang teman bodoh lebih berbahaya dari musuh yg kuat.apalagi jadi pemimpin,2025-03-18 14:45:09+00:00,netral
teriak teriak waspada bangkitnya pki . yang muncul malah orba !!!,2025-03-18 14:44:25+00:00,negatif
kawal RUU TNI 🔥,2025-03-18 14:42:33+00:00,positif
busuk x dan pmerintah nkri konoha,2025-03-18 14:41:37+00:00,positif
"HIDUP TNI, JAYALAH TNI KU",2025-03-18 14:40:43+00:00,positif
apakah nanti bakal terjadi lagi orba season 2??,2025-03-18 14:39:18+00:00,negatif
oke gas oke gas,2025-03-18 14:38:21+00:00,netral
"berarti berubah jadi negara komunis dong? negara anti kritik kayak korut.
berarti masyarakat gak bisa melakukan apa-apa(termasuk ngasih kritik) terhadap atasan?",2025-03-18 13:13:02+00:00,negatif
"jangan kembali lagi ke masa suram, kemunduran peradaban",2025-03-18 13:12:59+00:00,positif
"@BOSHEE: TNI VS TNI
TNI VS POLRI
TNI VS FASILITAS NEGARA
TNI VS RENTAL MOBIL
TNI VS SALES MOBIL
TNI VS WARTAWAN
TNI VS RAKYAT
TNI BAKING SABUNG AYAM",2025-03-18 13:12:44+00:00,negatif
"Dukung RUU TNI, krena DPR pejbt lainnya dan polisi konoha sudh gk dpt dipercya",2025-03-18 13:10:28+00:00,negatif
inilah pilihan kita yg masih membela penjahat HAM 😂,2025-03-18 13:10:24+00:00,positif
hidup tni,2025-03-18 13:10:09+00:00,positif
😀😀😀,2025-03-18 13:09:49+00:00,positif
"tempo lagi tempo lagi🗿,",2025-03-18 13:09:42+00:00,positif
